1069.6128	2.392e4
1069.6194	2.532e4
1069.6261	2.352e4
1069.6328	2.280e4
1069.6395	2.216e4
1069.6462	2.402e4
1069.6528	1.819e4
1069.6595	2.345e4
1069.6663	2.031e4
1069.6730	1.950e4
1069.6797	2.083e4
1069.6864	2.459e4
1069.6930	2.049e4
1069.6997	2.676e4
1069.7064	2.003e4
1069.7131	2.680e4
1069.7198	2.167e4
1069.7264	2.736e4
1069.7332	2.308e4
1069.7399	2.575e4
1069.7466	2.417e4
1069.7533	2.621e4
1069.7600	2.713e4
1069.7666	2.989e4
1069.7733	2.462e4
1069.7800	3.016e4
1069.7867	3.047e4
1069.7935	3.337e4
1069.8000	2.739e4
1069.8068	3.052e4
1069.8135	2.711e4
1069.8202	3.474e4
1069.8269	3.230e4
1069.8336	3.207e4
1069.8402	3.051e4
1069.8469	3.166e4
1069.8536	2.599e4
1069.8604	3.135e4
1069.8671	2.546e4
1069.8738	2.677e4
1069.8805	2.358e4
1069.8872	2.678e4
1069.8939	2.502e4
1069.9006	2.785e4
1069.9073	2.447e4
1069.9139	2.466e4
1069.9207	2.440e4
1069.9274	2.527e4
1069.9341	1.977e4
1069.9408	2.506e4
1069.9474	2.321e4
1069.9541	2.482e4
1069.9608	2.545e4
1069.9675	2.963e4
1069.9742	2.607e4
1069.9810	2.789e4
1069.9875	2.477e4
1069.9943	3.115e4
1070.0010	2.585e4
1070.0077	2.374e4
1070.0144	2.335e4
1070.0210	2.457e4
1070.0277	2.243e4
1070.0344	2.893e4
1070.0411	2.507e4
1070.0479	2.643e4
1070.0546	2.656e4
1070.0612	2.748e4
1070.0679	2.326e4
1070.0746	2.671e4
1070.0813	2.061e4
1070.0880	2.759e4
1070.0947	2.682e4
1070.1013	2.789e4
1070.1080	2.655e4
1070.1147	2.572e4
1070.1215	2.757e4
1070.1282	3.091e4
1070.1348	2.907e4
1070.1415	3.382e4
1070.1482	2.866e4
1070.1549	3.165e4
1070.1616	2.929e4
1070.1683	3.303e4
1070.1749	3.016e4
1070.1816	3.106e4
1070.1884	2.674e4
1070.1951	2.590e4
1070.2018	2.289e4
1070.2085	2.861e4
1070.2151	2.534e4
1070.2218	2.983e4
1070.2285	2.580e4
1070.2352	2.705e4
1070.2419	2.336e4
1070.2487	2.404e4
1070.2552	2.377e4
1070.2620	2.630e4
1070.2687	2.497e4
1070.2754	2.584e4
1070.2821	2.294e4
1070.2888	2.192e4
1070.2954	2.047e4
1070.3021	2.387e4
1070.3088	1.929e4
1070.3156	2.355e4
1070.3223	2.477e4
1070.3290	2.531e4
1070.3356	2.165e4
1070.3423	2.624e4
1070.3490	2.348e4
1070.3558	2.442e4
1070.3625	2.385e4
1070.3691	2.419e4
1070.3759	2.243e4
1070.3826	2.390e4
1070.3893	2.151e4
1070.3960	2.307e4
1070.4027	1.995e4
1070.4093	2.487e4
1070.4160	2.210e4
1070.4227	2.330e4
1070.4294	2.487e4
1070.4362	2.480e4
1070.4429	2.270e4
1070.4495	2.872e4
1070.4562	2.926e4
1070.4629	3.036e4
1070.4696	2.997e4
1070.4763	3.326e4
1070.4830	3.056e4
1070.4896	3.400e4
1070.4963	3.054e4
